@relation donem_ornek

@attribute DonemTipi {Gunluk,Aylik,Yillik}
@attribute Ay {Ocak,Subat,Mart,Nisan,Mayis,Haziran,Temmuz,Agustos,Eylul,Ekim,Kasim,Aralik}
@attribute Yas numeric
@attribute Class {A,B,C}

@data
Gunluk,Agustos,58,C
Yillik,Aralik,22,C
Aylik,Eylul,23,C
Yillik,Temmuz,23,C
Aylik,Haziran,24,C
Aylik,Agustos,54,C
Yillik,Mart,32,C
Yillik,Haziran,22,C
Yillik,Kasim,27,C
Aylik,Ekim,48,B
Aylik,Eylul,50,C
Gunluk,Haziran,20,A
Aylik,Aralik,31,B
Aylik,Ocak,18,C
Yillik,Agustos,62,C
Gunluk,Aralik,36,C
Aylik,Mart,59,C
Aylik,Agustos,24,C
Yillik,Subat,44,C
Aylik,Mart,32,B
Yillik,Mayis,53,C
Aylik,Temmuz,30,B
Aylik,Ocak,35,B
Gunluk,Subat,27,A
Yillik,Agustos,65,C
Aylik,Agustos,62,C
Aylik,Nisan,28,C
Yillik,Agustos,49,C
Gunluk,Ocak,20,A
Aylik,Temmuz,60,C
Yillik,Ekim,54,C
Aylik,Kasim,42,B
Yillik,Haziran,54,C
Yillik,Haziran,63,C
Aylik,Subat,31,B
Yillik,Ekim,64,C
Yillik,Eylul,54,C
Gunluk,Mayis,59,C
Yillik,Mayis,39,C
Gunluk,Subat,49,C
Aylik,Aralik,25,C
Gunluk,Ekim,20,A
Gunluk,Ekim,22,A
Yillik,Eylul,52,C
Yillik,Eylul,63,C
Gunluk,Haziran,66,C
Aylik,Eylul,43,B
Yillik,Temmuz,35,C
Aylik,Haziran,19,C
Yillik,Agustos,32,C
Yillik,Kasim,47,C
Yillik,Eylul,43,C
Aylik,Ekim,35,B
Gunluk,Mayis,53,C
Yillik,Subat,34,C
Gunluk,Ekim,49,C
Aylik,Temmuz,61,C
Aylik,Ocak,28,C
Aylik,Kasim,23,C
Gunluk,Nisan,51,C
Yillik,Agustos,33,C
Gunluk,Aralik,29,A
Gunluk,Mart,29,A
Gunluk,Subat,41,C
Aylik,Nisan,59,C
Yillik,Temmuz,35,C
Gunluk,Temmuz,62,C
Gunluk,Haziran,61,C
Aylik,Ekim,40,B
Gunluk,Agustos,19,A
Yillik,Temmuz,39,C
Yillik,Subat,36,C
Aylik,Nisan,34,B
Gunluk,Temmuz,60,C
Aylik,Ekim,20,C
Aylik,Temmuz,33,B
Aylik,Subat,20,C
Yillik,Kasim,34,C
Gunluk,Haziran,27,A
Yillik,Nisan,54,C
Gunluk,Haziran,65,C
Gunluk,Temmuz,49,C
Aylik,Kasim,20,C
Aylik,Ocak,24,C
Yillik,Subat,31,C
Aylik,Mart,31,B
Gunluk,Ekim,67,C
Yillik,Ocak,25,C
Yillik,Temmuz,25,C
Yillik,Ocak,59,C
Yillik,Ekim,63,C
Gunluk,Ekim,60,C
Gunluk,Haziran,41,C
Yillik,Aralik,32,C
Gunluk,Temmuz,62,C
Yillik,Mayis,50,C
Yillik,Ekim,48,C
Yillik,Eylul,22,C
Yillik,Nisan,42,C
Aylik,Ocak,32,B
Yillik,Agustos,66,C
Gunluk,Mart,28,A
Aylik,Mart,65,C
Yillik,Haziran,28,C
Gunluk,Temmuz,29,A
Aylik,Mayis,62,C
Aylik,Ocak,57,C
Gunluk,Nisan,53,C
Aylik,Kasim,34,B
Aylik,Nisan,21,C
Gunluk,Mart,59,C
Aylik,Agustos,18,C
Yillik,Eylul,30,C
Yillik,Mart,30,C
Gunluk,Aralik,43,C
Aylik,Kasim,66,C
Yillik,Mayis,53,C
Yillik,Agustos,48,C
Yillik,Eylul,63,C
Aylik,Mayis,35,B
Aylik,Nisan,40,B
Aylik,Nisan,35,B
Gunluk,Mart,52,C
Aylik,Subat,24,C
Gunluk,Haziran,54,C
Aylik,Haziran,39,B
Aylik,Nisan,58,C
Yillik,Mayis,45,C
Yillik,Nisan,26,C
Aylik,Nisan,25,C
Yillik,Aralik,51,C
Gunluk,Mayis,50,C
Aylik,Agustos,54,C
Gunluk,Aralik,63,C
Gunluk,Ocak,19,A
Yillik,Ekim,47,C
Aylik,Mayis,54,C
Aylik,Nisan,65,C
Gunluk,Subat,51,C
Aylik,Aralik,66,C
Gunluk,Eylul,43,C
Yillik,Eylul,26,C
Yillik,Ocak,62,C
Yillik,Aralik,64,C
Gunluk,Haziran,56,C
Aylik,Haziran,64,C
Gunluk,Mart,29,A
Yillik,Aralik,38,C
Aylik,Aralik,51,C
Yillik,Nisan,55,C
Aylik,Nisan,61,C
Aylik,Nisan,31,B
Aylik,Ekim,21,C
Yillik,Ocak,50,C
Yillik,Nisan,20,C
Aylik,Kasim,66,C
Gunluk,Mayis,62,C
Yillik,Haziran,42,C
Yillik,Mayis,67,C
Aylik,Haziran,34,B
Gunluk,Ekim,54,C
Aylik,Subat,63,C
Yillik,Eylul,20,C
Aylik,Haziran,63,C
Aylik,Mayis,41,B
Aylik,Haziran,49,B
Yillik,Mart,35,C
Aylik,Haziran,39,B
Aylik,Ekim,54,C
Yillik,Mart,26,C
Aylik,Ekim,37,B
Yillik,Agustos,35,C
Gunluk,Nisan,55,C
Gunluk,Mart,27,A
Aylik,Ekim,28,C
Aylik,Ekim,50,C
Aylik,Aralik,26,C
Yillik,Nisan,55,C
Aylik,Agustos,28,C
Gunluk,Mart,49,C
Gunluk,Temmuz,64,C
Gunluk,Mart,36,C
Yillik,Ekim,29,C
Yillik,Agustos,30,C
Aylik,Ocak,64,C
Yillik,Eylul,47,C
Yillik,Haziran,26,C
Aylik,Mayis,19,C
Gunluk,Haziran,40,C
Aylik,Agustos,24,C
Yillik,Mart,19,C
Aylik,Eylul,63,C
Yillik,Mayis,21,C
Yillik,Eylul,31,C
Aylik,Ocak,25,C
Gunluk,Temmuz,37,C
Aylik,Aralik,59,C
Gunluk,Eylul,66,C
Gunluk,Mart,30,C
Yillik,Mayis,55,C
Aylik,Ekim,30,B
Aylik,Ekim,28,C
Aylik,Mayis,61,C
Aylik,Nisan,33,B
Gunluk,Mart,33,C
Aylik,Mayis,43,B
Yillik,Aralik,60,C
Gunluk,Temmuz,62,C
Aylik,Ocak,27,C
Gunluk,Subat,40,C
Aylik,Haziran,60,C
Aylik,Mayis,55,C
Gunluk,Mayis,30,C
Aylik,Eylul,33,B
Gunluk,Kasim,28,A
Yillik,Subat,40,C
Yillik,Eylul,26,C
Yillik,Kasim,54,C
Yillik,Ocak,48,C
Yillik,Aralik,61,C
Yillik,Ekim,24,C
Yillik,Eylul,63,C
Gunluk,Aralik,39,C
Gunluk,Agustos,61,C
Gunluk,Temmuz,61,C
Yillik,Eylul,60,C
Aylik,Mayis,44,B
Aylik,Nisan,46,B
Yillik,Aralik,40,C
Gunluk,Eylul,23,A
Yillik,Mayis,36,C
Gunluk,Mayis,46,C
Yillik,Mayis,44,C
Aylik,Temmuz,30,B
Aylik,Temmuz,67,C
Gunluk,Ekim,44,C
Aylik,Subat,19,C
Gunluk,Mart,23,A
Aylik,Temmuz,39,B
Yillik,Kasim,26,C
Yillik,Agustos,45,C
Yillik,Aralik,27,C
Gunluk,Haziran,60,C
Gunluk,Mayis,66,C
Gunluk,Haziran,31,C
Yillik,Subat,40,C
Aylik,Temmuz,67,C
Aylik,Ekim,41,B
Aylik,Subat,30,B
Gunluk,Nisan,26,A
Gunluk,Agustos,34,C
Aylik,Mayis,40,B
Yillik,Aralik,19,C
Yillik,Temmuz,26,C
Aylik,Temmuz,64,C
Yillik,Temmuz,42,C
Gunluk,Eylul,59,C
Gunluk,Temmuz,57,C
Aylik,Nisan,42,B
Aylik,Subat,52,C
Aylik,Subat,42,B
Gunluk,Kasim,27,A
Yillik,Kasim,63,C
Yillik,Ocak,18,C
Gunluk,Mart,61,C
Yillik,Aralik,49,C
Gunluk,Temmuz,42,C
Aylik,Eylul,61,C
Yillik,Haziran,53,C
Aylik,Mayis,53,C
Gunluk,Haziran,65,C
Gunluk,Mayis,40,C
Gunluk,Ocak,53,C
Gunluk,Subat,43,C
Gunluk,Agustos,54,C
Yillik,Mart,39,C
Yillik,Agustos,25,C
Yillik,Temmuz,55,C
Yillik,Temmuz,56,C
Aylik,Nisan,25,C
Gunluk,Agustos,47,C
Yillik,Nisan,27,C
Yillik,Mayis,65,C
Gunluk,Nisan,37,C
Aylik,Ocak,27,C
Yillik,Aralik,55,C
Gunluk,Agustos,51,C
Yillik,Aralik,24,C
Gunluk,Mart,60,C
Yillik,Temmuz,55,C
Aylik,Nisan,43,B
Gunluk,Agustos,33,C
Yillik,Eylul,25,C
Aylik,Mayis,62,C
Gunluk,Temmuz,47,C
Yillik,Agustos,61,C
Gunluk,Aralik,21,A
Gunluk,Subat,46,C
Gunluk,Mart,58,C
Yillik,Haziran,32,C
Aylik,Kasim,65,C
Yillik,Mart,30,C
Aylik,Aralik,65,C
Gunluk,Mart,18,A
Aylik,Mart,67,C
Yillik,Temmuz,28,C
Gunluk,Nisan,62,C
Yillik,Aralik,63,C
Gunluk,Agustos,43,C
Aylik,Subat,22,C
Yillik,Mayis,56,C
Gunluk,Nisan,48,C
Aylik,Aralik,48,B
Yillik,Kasim,42,C
Aylik,Haziran,49,B
Yillik,Nisan,51,C
Gunluk,Ocak,38,C
Gunluk,Temmuz,27,A
Aylik,Nisan,59,C
Gunluk,Haziran,54,C
Gunluk,Haziran,18,A
Yillik,Ocak,47,C
Yillik,Kasim,41,C
Aylik,Haziran,18,C
Gunluk,Ekim,24,A
Aylik,Eylul,26,C
Yillik,Nisan,38,C
Gunluk,Temmuz,32,C
Yillik,Agustos,55,C
Gunluk,Agustos,24,A
Yillik,Ocak,39,C
Yillik,Kasim,30,C
Aylik,Aralik,53,C
Gunluk,Ekim,28,A
Yillik,Agustos,66,C
Gunluk,Aralik,62,C
Gunluk,Nisan,39,C
Yillik,Agustos,43,C
Aylik,Haziran,30,B
Gunluk,Mart,59,C
Gunluk,Nisan,39,C
Aylik,Ocak,61,C
Aylik,Agustos,32,B
Aylik,Haziran,59,C
Aylik,Agustos,46,B
Aylik,Aralik,47,B
Yillik,Nisan,26,C
Yillik,Eylul,52,C
Yillik,Mart,61,C
Aylik,Agustos,50,C
Yillik,Haziran,36,C
Gunluk,Ocak,54,C
Yillik,Agustos,40,C
Aylik,Nisan,24,C
Gunluk,Haziran,45,C
Yillik,Mayis,20,C
Yillik,Mayis,43,C
Yillik,Ekim,65,C
Yillik,Ekim,64,C
Aylik,Haziran,21,C
Aylik,Aralik,51,C
Aylik,Mart,52,C
Yillik,Ocak,61,C
Gunluk,Nisan,22,A
Yillik,Haziran,56,C
Aylik,Aralik,19,C
Yillik,Temmuz,34,C
Gunluk,Kasim,56,C
Aylik,Mart,37,B
Yillik,Mayis,46,C
Gunluk,Eylul,64,C
Gunluk,Mayis,35,C
Yillik,Aralik,28,C
Yillik,Mart,44,C
Yillik,Eylul,34,C
Aylik,Eylul,59,C
Gunluk,Eylul,39,C
Aylik,Aralik,29,C
Gunluk,Mart,37,C
Aylik,Temmuz,37,B
Yillik,Kasim,60,C
Yillik,Temmuz,62,C
Aylik,Haziran,42,B
Yillik,Aralik,38,C
Yillik,Haziran,30,C
Gunluk,Ocak,57,C
Yillik,Ocak,65,C
Aylik,Eylul,45,B
Gunluk,Eylul,20,A
Gunluk,Agustos,67,C
Aylik,Haziran,23,C
Gunluk,Ekim,61,C
Yillik,Haziran,37,C
Gunluk,Temmuz,47,C
Aylik,Eylul,36,B
Yillik,Agustos,50,C
Yillik,Agustos,66,C
Aylik,Temmuz,35,B
Aylik,Mart,60,C
Yillik,Haziran,39,C
Aylik,Nisan,51,C
Yillik,Mayis,57,C
Aylik,Subat,21,C
Gunluk,Mayis,35,C
Gunluk,Kasim,51,C
Aylik,Agustos,59,C
Aylik,Ekim,51,C
Yillik,Temmuz,47,C
Aylik,Mart,66,C
Yillik,Subat,61,C
Yillik,Ekim,64,C
Gunluk,Mart,50,C
Gunluk,Subat,27,A
Gunluk,Agustos,51,C
Aylik,Agustos,64,C
Yillik,Agustos,64,C
Yillik,Eylul,61,C
Gunluk,Nisan,19,A
Aylik,Kasim,27,C
Yillik,Agustos,35,C
Aylik,Ekim,55,C
Gunluk,Temmuz,60,C
Gunluk,Temmuz,37,C
Aylik,Mayis,26,C
Gunluk,Temmuz,62,C
Yillik,Mart,64,C
Gunluk,Temmuz,59,C
Aylik,Mart,64,C
Gunluk,Kasim,42,C
Gunluk,Subat,30,C
Aylik,Mart,67,C
Aylik,Kasim,22,C
Aylik,Kasim,36,B
Yillik,Mayis,49,C
Aylik,Eylul,38,B
Yillik,Temmuz,28,C
Gunluk,Haziran,33,C
Aylik,Eylul,24,C
Gunluk,Ekim,36,C
Gunluk,Haziran,26,A
Gunluk,Kasim,46,C
Aylik,Agustos,24,C
Gunluk,Ekim,53,C
Gunluk,Ocak,25,A
Gunluk,Nisan,22,A
Aylik,Temmuz,59,C
Aylik,Mayis,60,C
Gunluk,Subat,34,C
Aylik,Mart,21,C
Gunluk,Nisan,58,C
Yillik,Haziran,37,C
Gunluk,Mayis,36,C
Aylik,Mayis,50,C
Yillik,Aralik,64,C
Aylik,Mayis,48,B
Gunluk,Nisan,28,A
Gunluk,Aralik,32,C
Yillik,Nisan,61,C
Yillik,Eylul,67,C
Yillik,Mayis,33,C
Gunluk,Haziran,55,C
Yillik,Ocak,46,C
Yillik,Kasim,24,C
Aylik,Nisan,34,B
Yillik,Aralik,36,C
Yillik,Agustos,30,C
Yillik,Subat,25,C
Yillik,Aralik,41,C
Gunluk,Nisan,41,C
Aylik,Nisan,35,B
Gunluk,Mayis,41,C
Yillik,Aralik,22,C
Gunluk,Mart,34,C
Aylik,Temmuz,41,B
Yillik,Kasim,24,C
Gunluk,Agustos,28,A
Yillik,Nisan,33,C
Gunluk,Ocak,38,C
Gunluk,Aralik,62,C
Yillik,Nisan,48,C
Aylik,Subat,18,C
Yillik,Subat,61,C
Gunluk,Nisan,28,A
Gunluk,Mayis,56,C
Aylik,Subat,32,B
Aylik,Eylul,52,C
Aylik,Nisan,38,B
Aylik,Ekim,42,B
Gunluk,Kasim,43,C
Yillik,Haziran,23,C
Aylik,Ocak,42,B
Aylik,Kasim,40,B
Aylik,Subat,36,B
Aylik,Aralik,25,C
Yillik,Agustos,33,C
Yillik,Kasim,48,C
Aylik,Temmuz,34,B
Gunluk,Mart,52,C
Aylik,Eylul,46,B
Aylik,Mart,46,B
Gunluk,Subat,55,C
Yillik,Temmuz,66,C
Yillik,Aralik,41,C
Yillik,Kasim,23,C
Aylik,Agustos,65,C
Gunluk,Ekim,45,C
Gunluk,Eylul,33,C
Yillik,Aralik,23,C
Yillik,Ekim,64,C
Aylik,Ocak,20,C
Yillik,Eylul,54,C
Gunluk,Mart,45,C
Aylik,Agustos,19,C
Yillik,Mayis,26,C
Aylik,Subat,20,C
Yillik,Ekim,45,C
Yillik,Nisan,23,C
Gunluk,Aralik,51,C
Yillik,Eylul,51,C
Aylik,Eylul,30,B
Yillik,Eylul,56,C
Gunluk,Aralik,44,C
Aylik,Kasim,26,C
Gunluk,Ocak,35,C
Aylik,Haziran,34,B
Yillik,Temmuz,61,C
Gunluk,Eylul,40,C
Gunluk,Eylul,63,C
Yillik,Aralik,47,C
Gunluk,Haziran,63,C
Yillik,Mayis,55,C
Aylik,Ocak,21,C
Aylik,Aralik,36,B
Aylik,Nisan,47,B
Yillik,Ekim,19,C
Aylik,Nisan,66,C
Gunluk,Mart,61,C
Yillik,Mart,67,C
Yillik,Nisan,28,C
Yillik,Subat,44,C
Aylik,Temmuz,43,B
Yillik,Mart,49,C
Gunluk,Ocak,43,C
Aylik,Mart,47,B
Gunluk,Temmuz,44,C
Yillik,Subat,58,C
Aylik,Temmuz,23,C
Gunluk,Nisan,22,A
Gunluk,Mart,34,C
Gunluk,Aralik,27,A
Yillik,Mart,21,C
Yillik,Aralik,59,C
Aylik,Temmuz,64,C
Yillik,Mart,39,C
Aylik,Mayis,49,B
Aylik,Subat,41,B
Gunluk,Temmuz,19,A
Aylik,Mart,22,C
Yillik,Ekim,63,C
Gunluk,Ekim,35,C
Gunluk,Mart,36,C
Aylik,Mayis,19,C
Aylik,Temmuz,24,C
Yillik,Ocak,31,C
Yillik,Eylul,58,C
Aylik,Eylul,53,C
Yillik,Kasim,27,C
Yillik,Mart,45,C
Yillik,Subat,29,C
Yillik,Mart,62,C
Aylik,Temmuz,25,C
Yillik,Ocak,27,C
Aylik,Mart,53,C
Aylik,Mart,27,C
Aylik,Temmuz,20,C
Gunluk,Aralik,52,C
Yillik,Mayis,33,C
Gunluk,Eylul,29,A
Gunluk,Eylul,56,C
Aylik,Eylul,58,C
Aylik,Eylul,30,B
Yillik,Eylul,43,C
Yillik,Haziran,21,C
Aylik,Subat,52,C
Gunluk,Temmuz,21,A
Aylik,Haziran,60,C
Gunluk,Mayis,47,C
Yillik,Ekim,54,C
Gunluk,Mayis,28,A
Yillik,Ekim,36,C
Yillik,Nisan,37,C
Gunluk,Ekim,31,C
Aylik,Aralik,20,C
Aylik,Temmuz,63,C
Yillik,Temmuz,34,C
Gunluk,Nisan,23,A
Aylik,Ocak,27,C
Yillik,Mayis,66,C
Aylik,Temmuz,54,C
Yillik,Nisan,28,C
Yillik,Mart,62,C
Yillik,Mayis,51,C
Yillik,Agustos,29,C
Aylik,Eylul,62,C
Yillik,Ocak,44,C
Gunluk,Mayis,58,C
Yillik,Mart,22,C
Yillik,Ekim,20,C
Yillik,Nisan,49,C
Gunluk,Ekim,24,A
Yillik,Ekim,21,C
Gunluk,Aralik,67,C
Aylik,Temmuz,62,C
Yillik,Kasim,43,C
Yillik,Mart,52,C
Aylik,Mayis,31,B
Yillik,Mart,63,C
Aylik,Mart,18,C
Aylik,Nisan,45,B
Aylik,Subat,41,B
Yillik,Kasim,43,C
Gunluk,Haziran,23,A
Aylik,Ekim,24,C
Yillik,Mayis,31,C
Yillik,Mart,51,C
Yillik,Eylul,53,C
Aylik,Mayis,51,C
Yillik,Ocak,41,C
Yillik,Ocak,23,C
Yillik,Eylul,47,C
Aylik,Kasim,45,B
Yillik,Temmuz,46,C
Gunluk,Nisan,53,C
Yillik,Ekim,43,C
Gunluk,Agustos,35,C
Aylik,Kasim,63,C
Yillik,Haziran,44,C
Gunluk,Ocak,19,A
Yillik,Ocak,19,C
Yillik,Ocak,52,C
Aylik,Kasim,23,C
Gunluk,Aralik,42,C
Gunluk,Kasim,52,C
Aylik,Ekim,21,C
Yillik,Aralik,51,C
Aylik,Haziran,28,C
Yillik,Ocak,64,C
Yillik,Kasim,58,C
Yillik,Ocak,47,C
Aylik,Aralik,42,B
Gunluk,Haziran,45,C
Gunluk,Ocak,51,C
Gunluk,Mayis,35,C
Gunluk,Subat,28,A
Yillik,Aralik,66,C
Yillik,Haziran,51,C
Yillik,Agustos,36,C
Gunluk,Subat,49,C
Gunluk,Nisan,59,C
Aylik,Nisan,26,C
Aylik,Ocak,31,B
Gunluk,Mart,38,C
Aylik,Subat,56,C
Aylik,Nisan,57,C
Gunluk,Mart,37,C
Aylik,Subat,39,B
Gunluk,Ekim,18,A
Gunluk,Ekim,27,A
Aylik,Mayis,30,B
Aylik,Nisan,32,B
Yillik,Subat,40,C
Gunluk,Nisan,31,C
Yillik,Mayis,43,C
Yillik,Nisan,20,C
Gunluk,Nisan,58,C
Gunluk,Ocak,23,A
Aylik,Eylul,61,C
Gunluk,Mart,50,C
Aylik,Aralik,62,C
Gunluk,Eylul,53,C
Yillik,Mart,49,C
Yillik,Ocak,25,C
Yillik,Temmuz,23,C
Aylik,Temmuz,58,C
Yillik,Agustos,38,C
Aylik,Subat,33,B
Aylik,Subat,56,C
Aylik,Mart,18,C
Aylik,Kasim,28,C
Yillik,Temmuz,66,C
Yillik,Mayis,43,C
Yillik,Subat,53,C
Aylik,Aralik,39,B
Gunluk,Ocak,60,C
Gunluk,Agustos,58,C
Gunluk,Temmuz,35,C
Gunluk,Haziran,57,C
Gunluk,Agustos,57,C
Aylik,Ocak,43,B
Gunluk,Kasim,36,C
Gunluk,Mart,31,C
Yillik,Eylul,56,C
Yillik,Mayis,60,C
Gunluk,Ocak,41,C
Aylik,Nisan,49,B
Aylik,Mayis,43,B
Aylik,Mayis,55,C
Aylik,Eylul,52,C
Gunluk,Mayis,67,C
Gunluk,Nisan,52,C
Aylik,Aralik,32,B
Aylik,Nisan,25,C
Yillik,Kasim,37,C
Gunluk,Kasim,60,C
Aylik,Ekim,22,C
Yillik,Mayis,23,C
Yillik,Aralik,49,C
Gunluk,Kasim,53,C
Aylik,Nisan,49,B
Gunluk,Ekim,53,C
Gunluk,Mayis,18,A
Gunluk,Aralik,21,A
Yillik,Agustos,65,C
Yillik,Subat,66,C
Aylik,Haziran,27,C
Aylik,Eylul,53,C
Gunluk,Subat,44,C
Gunluk,Kasim,52,C
Aylik,Mart,63,C
Gunluk,Mayis,24,A
Aylik,Aralik,41,B
Aylik,Eylul,43,B
Yillik,Temmuz,39,C
Yillik,Nisan,27,C
Aylik,Subat,53,C
Aylik,Mart,53,C
Yillik,Temmuz,56,C
Aylik,Nisan,48,B
Yillik,Mayis,19,C
Aylik,Nisan,59,C
Gunluk,Ocak,61,C
Aylik,Kasim,56,C
Gunluk,Ekim,37,C
Gunluk,Subat,67,C
Gunluk,Temmuz,49,C
Yillik,Haziran,22,C
Aylik,Agustos,58,C
Gunluk,Haziran,38,C
Aylik,Aralik,23,C
Yillik,Kasim,50,C
Aylik,Kasim,28,C
Aylik,Eylul,20,C
Yillik,Nisan,35,C
Gunluk,Aralik,55,C
Aylik,Eylul,56,C
Gunluk,Nisan,67,C
Aylik,Aralik,25,C
Yillik,Ocak,21,C
Yillik,Temmuz,25,C
Aylik,Haziran,24,C
Yillik,Mayis,30,C
Aylik,Mayis,30,B
Aylik,Agustos,37,B
Gunluk,Mayis,49,C
Yillik,Subat,21,C
Aylik,Mayis,24,C
Gunluk,Haziran,44,C
Aylik,Ocak,33,B
Aylik,Ekim,36,B
Gunluk,Ocak,22,A
Aylik,Eylul,51,C
Gunluk,Eylul,54,C
Aylik,Nisan,47,B
Gunluk,Mart,28,A
Aylik,Mayis,48,B
Yillik,Agustos,65,C
Aylik,Ekim,28,C
Gunluk,Haziran,26,A
Yillik,Eylul,30,C
Yillik,Temmuz,43,C
Yillik,Agustos,50,C
Gunluk,Nisan,63,C
Gunluk,Mart,24,A
Aylik,Haziran,33,B
Yillik,Mayis,59,C
Gunluk,Ocak,48,C
Yillik,Mart,28,C
Yillik,Eylul,31,C
Yillik,Haziran,57,C
Yillik,Agustos,36,C
Gunluk,Kasim,26,A
Gunluk,Subat,33,C
Aylik,Temmuz,55,C
Aylik,Aralik,60,C
Gunluk,Mayis,24,A
Aylik,Haziran,64,C
Aylik,Nisan,59,C
Gunluk,Agustos,33,C
Yillik,Nisan,64,C
Aylik,Nisan,27,C
Gunluk,Aralik,33,C
Yillik,Kasim,64,C
Gunluk,Mayis,57,C
Gunluk,Ocak,21,A
Gunluk,Nisan,40,C
Yillik,Aralik,24,C
Aylik,Mayis,52,C
Aylik,Haziran,27,C
Yillik,Temmuz,38,C
Gunluk,Ekim,31,C
Gunluk,Mayis,36,C
Yillik,Mart,62,C
Yillik,Ekim,66,C
Gunluk,Agustos,18,A
Yillik,Subat,45,C
Yillik,Subat,19,C
Yillik,Mayis,29,C
Yillik,Aralik,47,C
Aylik,Aralik,63,C
Aylik,Aralik,33,B
Aylik,Mart,56,C
Yillik,Haziran,27,C
Aylik,Subat,23,C
Aylik,Mayis,46,B
Yillik,Kasim,26,C
Yillik,Ocak,44,C
Yillik,Kasim,33,C
Aylik,Nisan,60,C
Aylik,Agustos,19,C
Aylik,Ocak,31,B
Aylik,Nisan,65,C
Yillik,Agustos,18,C
Gunluk,Mart,36,C
Gunluk,Mart,51,C
Aylik,Ocak,25,C
Yillik,Haziran,31,C
Gunluk,Mayis,39,C
Yillik,Subat,54,C
Yillik,Mart,64,C
Gunluk,Kasim,31,C
Aylik,Aralik,30,B
Aylik,Kasim,42,B
Yillik,Aralik,48,C
Aylik,Kasim,19,C
Yillik,Temmuz,55,C
Yillik,Eylul,18,C
Yillik,Ekim,37,C
Yillik,Ekim,38,C
Yillik,Ekim,18,C
Yillik,Nisan,59,C
Gunluk,Haziran,43,C
Aylik,Subat,55,C
Aylik,Aralik,25,C
Aylik,Aralik,29,C
Yillik,Mayis,36,C
Gunluk,Ocak,47,C
Gunluk,Aralik,30,C
Yillik,Agustos,57,C
Aylik,Eylul,34,B
Aylik,Aralik,54,C
Aylik,Haziran,38,B
Yillik,Eylul,33,C
Gunluk,Haziran,60,C
Gunluk,Subat,42,C
Yillik,Subat,33,C
Aylik,Ocak,54,C
Gunluk,Aralik,39,C
Yillik,Nisan,51,C
Yillik,Agustos,54,C
Aylik,Ekim,56,C
Yillik,Ekim,42,C
Aylik,Ocak,24,C
Yillik,Agustos,25,C
Yillik,Nisan,32,C
Gunluk,Ocak,28,A
Gunluk,Ekim,40,C
Yillik,Mayis,23,C
Gunluk,Subat,44,C
Yillik,Ekim,29,C
Yillik,Agustos,28,C
Aylik,Eylul,63,C
Gunluk,Mart,41,C
Yillik,Ekim,22,C
Aylik,Ekim,42,B
Yillik,Agustos,52,C
Gunluk,Agustos,41,C
Yillik,Kasim,58,C
Yillik,Temmuz,44,C
Yillik,Ocak,61,C
Aylik,Temmuz,59,C
Gunluk,Nisan,43,C
Aylik,Ocak,41,B
Gunluk,Mart,32,C
Gunluk,Subat,33,C
Yillik,Temmuz,24,C
Yillik,Nisan,48,C
Yillik,Mayis,67,C
Aylik,Aralik,54,C
Gunluk,Agustos,26,A
Gunluk,Ekim,33,C
Aylik,Ocak,22,C
Gunluk,Haziran,48,C
Aylik,Ekim,22,C
Gunluk,Mart,61,C
Aylik,Ekim,58,C
Gunluk,Kasim,26,A
Aylik,Ocak,24,C
Gunluk,Nisan,52,C
Gunluk,Nisan,27,A
Yillik,Aralik,36,C
Aylik,Subat,48,B
Gunluk,Eylul,36,C
Gunluk,Kasim,53,C
Gunluk,Eylul,55,C
Aylik,Temmuz,55,C
Aylik,Mayis,53,C
Yillik,Nisan,28,C
Aylik,Nisan,18,C
Yillik,Agustos,40,C
Aylik,Temmuz,19,C
Yillik,Nisan,40,C
Aylik,Nisan,18,C
Aylik,Nisan,65,C
Yillik,Mart,53,C
Aylik,Kasim,27,C
Aylik,Ekim,29,C
Aylik,Haziran,57,C
Aylik,Temmuz,65,C
Aylik,Agustos,38,B
Aylik,Mayis,24,C
Aylik,Mart,45,B
Aylik,Nisan,35,B
Yillik,Temmuz,63,C
Aylik,Agustos,28,C
Yillik,Temmuz,51,C
Aylik,Nisan,28,C
Gunluk,Nisan,41,C
Gunluk,Ocak,50,C
Aylik,Aralik,53,C
Gunluk,Haziran,42,C
Aylik,Kasim,25,C
Aylik,Ocak,58,C
Gunluk,Mart,61,C
Gunluk,Ocak,35,C
Gunluk,Subat,19,A
Yillik,Agustos,31,C
Yillik,Temmuz,29,C
Gunluk,Ekim,60,C
Aylik,Mart,28,C
Gunluk,Haziran,60,C
Gunluk,Ocak,57,C
Yillik,Mayis,47,C
Gunluk,Aralik,23,A
Aylik,Kasim,29,C
Aylik,Ocak,28,C
Aylik,Temmuz,57,C
Gunluk,Ocak,19,A
Gunluk,Nisan,49,C
Yillik,Temmuz,66,C
Aylik,Ekim,37,B
Aylik,Mart,49,B
Gunluk,Aralik,57,C
Gunluk,Subat,55,C
Aylik,Subat,62,C
Gunluk,Haziran,30,C
Yillik,Mart,34,C
Yillik,Subat,32,C
Aylik,Subat,67,C
Gunluk,Ocak,43,C
Aylik,Ocak,41,B
Aylik,Ekim,40,B
Gunluk,Mart,62,C
Aylik,Temmuz,63,C
Gunluk,Haziran,54,C
